CRN,first,last,company_name,employed_since,EDUCATION,no_of_connections,social_sentiment 
2289560817,Matthew,Mullins,"Konopelski, White and Kautzer",2016,2,756,1
2924499014,Lina,Mann,Lehner Group,2012,2,590,-1
5320340351,Eric,Williams,"Cummerata, Shields and McClure",2016,1,537,0
7468565274,Alejandro,Thompson,Wiegand LLC,2013,2,379,-1
1139594308,Norman,Burgess,"Stanton, Bartoletti and Murphy",2015,3,996,-1
9354415586,Sam,Bell,Ankunding LLC,2012,1,27,0
6639966491,Jesus,Steele,Mills-Rowe,2014,2,337,-1
3969878640,Gerald,Price,Sauer-Adams,2016,1,808,-1
1078717224,Lulu,Vega,McDermott-Bergstrom,2015,3,911,1
1243613688,Millie,Craig,"O'Connell, Reichel and Grimes",2015,1,372,-1
1744619205,Josephine,Jacobs,"O'Hara, Hoeger and Stark",2016,3,112,-1
72121600,Leona,Garza,Keebler and Sons,2012,2,348,1
7758775310,Gordon,Butler,Erdman-Prosacco,2017,3,727,1
7978108876,Craig,Pearson,Zboncak Inc,2017,2,629,-1
621896624,Celia,Ramsey,Ferry-Weissnat,2011,3,846,0
4612550642,Donald,Elliott,"Denesik, Boehm and Lesch",2014,3,941,1
8840828081,Helena,Frank,"Bradtke, Erdman and Hermiston",2012,1,898,1
3789153279,Cecilia,McCarthy,Powlowski-Erdman,2014,2,193,1
2313409825,Eliza,Chambers,Renner Inc,2017,1,281,1
4205783981,Lola,Warner,Rodriguez-Watsica,2016,1,304,-1
1127325598,Esther,Morrison,Armstrong-McGlynn,2015,1,737,1
9462648034,Glen,Miller,Kohler LLC,2013,1,91,1
9488708681,Randall,Chambers,Hills-Greenfelder,2011,1,826,-1
6939352763,Chris,Hunter,Nienow-Renner,2013,2,437,1
2968622478,Floyd,Moreno,O'Reilly-Zboncak,2013,2,251,-1
469324262,Lawrence,Robertson,Hilll Inc,2013,2,760,1
2886314045,Lucille,Harrison,"Rutherford, Collier and Muller",2012,2,142,1
3321243678,Alberta,Pierce,Huel and Sons,2012,2,932,-1
3854127877,Caroline,Harmon,Bauch-Kemmer,2014,1,981,1
603464615,Florence,McKinney,White-Rolfson,2016,3,740,-1
5070939422,Steve,Wheeler,Weber-Koch,2012,1,725,1
4774609138,Charlotte,Guerrero,Schamberger-Kub,2016,2,112,1
1723154582,Maurice,Franklin,Schiller Group,2016,2,673,1
2693348322,Betty,Benson,Hansen-Gutkowski,2017,2,644,1
3244344908,Adam,Tyler,Lesch Inc,2015,1,221,1
2234259681,Alexander,Lamb,DuBuque LLC,2015,1,183,1
6534863762,Jose,Guzman,Okuneva-Hane,2012,1,143,1
7682795122,Alan,Bush,"Davis, Douglas and Cummings",2011,1,431,1
4226178900,Harvey,Wilson,"Swaniawski, Kuphal and Moore",2016,2,427,1
1772807605,Nell,Collier,O'Keefe Inc,2016,1,289,0
7046804370,Terry,Taylor,Kozey-Stokes,2013,1,533,1
2244928104,Lloyd,McKenzie,Pacocha and Sons,2015,1,268,0
109166863,Manuel,Lopez,Deckow-O'Conner,2014,3,294,0
6697351191,Irene,Farmer,"Keebler, Denesik and O'Reilly",2012,3,508,1
7662812742,Earl,Davidson,Nader LLC,2011,3,994,1
6301908135,Betty,Davis,Kutch Inc,2017,1,283,1
6486890335,Mollie,Pittman,Stark Inc,2011,2,610,1
9858476648,Chase,Watkins,Howe and Sons,2015,3,31,1
8310180688,Claudia,Oliver,Berge and Sons,2011,1,344,1
7034750900,Keith,Matthews,Johnson-D'Amore,2012,2,329,0
4392990418,Phillip,Moreno,Berge LLC,2017,1,547,0
1357504124,Tyler,Ross,"Terry, Hauck and Johnston",2014,2,892,1
6858371401,Cornelia,Cox,Altenwerth-King,2015,1,365,0
2665721748,Jon,Bishop,Larkin-Gottlieb,2012,1,386,1
1449536084,Edith,Tucker,Kemmer-Lebsack,2011,2,326,-1
9124838162,Winifred,Hill,Koch-Monahan,2013,1,41,1
3326060118,Edwin,Guzman,"Zemlak, Blick and McCullough",2011,1,383,1
1986660752,Ophelia,Hogan,Zboncak Inc,2017,1,879,-1
6348012571,Teresa,Lopez,"MacGyver, Kshlerin and Schaefer",2016,2,394,0
7634983806,William,Daniel,"McKenzie, Boehm and Bartell",2012,2,884,-1
5367673526,Clarence,Perkins,O'Kon and Sons,2014,2,383,1
9591355452,Tony,Francis,"Lockman, Littel and Klocko",2013,1,173,1
5188371249,Noah,Chapman,Pollich-Tillman,2013,3,882,0
9657217954,Vincent,Roberson,"Anderson, Olson and Beatty",2016,3,526,-1
2405511329,Susan,Aguilar,Mills-Nienow,2011,3,167,1
6989802533,Theodore,Castillo,Schowalter LLC,2014,2,940,1
2771197747,Gussie,Robertson,"Lind, Spencer and McKenzie",2014,2,820,0
9669085502,Leroy,Gomez,Ortiz Group,2016,2,750,0
8232839604,Della,Chavez,Beatty LLC,2013,1,52,0
389698100,Bryan,Carson,"Torp, Daniel and O'Reilly",2016,1,955,1
4449595390,Polly,Haynes,"Boehm, Casper and Hickle",2014,1,404,1
3210304688,Chad,Cohen,"Paucek, Okuneva and DuBuque",2011,3,444,0
3888832687,Roy,Wong,Cremin-Bechtelar,2013,3,764,-1
3036350218,Rodney,Horton,Langworth-Hayes,2014,1,233,0
3193988736,Mario,Ellis,"Stoltenberg, Kutch and Lowe",2014,2,477,1
5639755699,Terry,Carlson,Bergnaum LLC,2011,2,812,1
4226893465,Madge,Jenkins,Price-Cummerata,2012,3,474,1
4654755367,Clarence,Haynes,Barton-Kilback,2012,1,203,-1
3708826509,Larry,Peterson,Kuhn-Roob,2013,3,383,1
8907989720,Harriet,Morrison,"Kassulke, Larkin and Leannon",2012,2,903,1
9043778024,Leonard,Daniel,Dickinson-Ziemann,2016,2,372,1
4972556479,Virgie,Schultz,"Kunde, Weber and Streich",2015,1,729,0
4343135133,Sophia,Daniel,"Jacobs, Casper and Champlin",2017,2,374,-1
7185185025,Pearl,Kelly,McGlynn-Walsh,2012,3,751,-1
5087497879,Amy,Pearson,Wiza Group,2017,3,313,0
2886461068,Adele,Ramos,"Terry, Stoltenberg and Ferry",2016,3,144,1
5755062553,Theodore,Vaughn,"Feil, Ledner and Nitzsche",2016,2,840,1
8586457692,Mario,Wright,Shields Group,2013,2,749,-1
4330039795,Lela,Andrews,Lind-Halvorson,2017,1,711,0
5896773003,Lula,Christensen,Miller-Waters,2011,3,516,1
5138022599,Leon,Reyes,"Adams, Glover and Jast",2017,2,722,1
4993013209,Christina,Lee,"McCullough, Jast and Ebert",2015,3,544,-1
678021142,Willie,Blake,"Dare, Erdman and Rowe",2011,2,646,1
356933740,Amelia,Gonzales,Russel-Sanford,2012,1,196,0
8420493263,Allen,Castillo,"Franecki, Stracke and Senger",2012,1,462,1
8633914948,Milton,Lawson,Runte LLC,2011,1,595,-1
5499952387,Nora,Sandoval,Leuschke-Aufderhar,2011,2,860,-1
8295470915,Isaac,Foster,"Mayer, Ernser and Reynolds",2015,1,829,0
2091292044,Bernard,Lopez,"Bartoletti, Parisian and Lakin",2011,6,917,1
210173890,Ida,Castillo,Gaylord-Collier,2011,2,737,1
9674474595,Terry,Woods,Miller Group,2013,3,147,-1
6820707373,Mae,Keller,Rau Group,2011,1,231,-1
3171808899,Gregory,Evans,Sauer-Shanahan,2011,1,641,1
955200126,Jayden,Powell,Nikolaus Inc,2013,3,24,0
3612803416,Troy,Owens,"Torphy, Bogan and Krajcik",2013,3,946,1
914951451,Shane,Herrera,Leffler-Huels,2011,2,338,1
6187917058,Katherine,Hamilton,Effertz-Blanda,2015,2,78,-1
3908569560,Erik,Love,"Stamm, Kuphal and Green",2017,1,83,-1
5312096998,Herman,Fernandez,"Grant, Thompson and Aufderhar",2014,1,331,0
9369018004,Keith,Hernandez,Gleichner-Bosco,2012,2,393,0
7869064047,Ruth,Foster,"Weber, Gulgowski and Becker",2014,2,548,1
6604554061,Garrett,Herrera,Crooks-Padberg,2012,2,776,0
2474553488,Micheal,Thompson,Langosh LLC,2014,2,846,-1
7200515486,Dominic,Hill,"Jacobs, Hoppe and Lueilwitz",2014,3,513,1
1919473643,Lilly,Dunn,"Littel, Prosacco and Roob",2015,1,759,1
6933883295,Michael,Schultz,Thiel and Sons,2011,2,850,0
6679047142,Adeline,French,"Kuvalis, Hartmann and Ankunding",2016,1,800,-1
4658742251,Julian,Wong,O'Kon LLC,2014,3,515,0
2374131941,Lydia,James,Rath-Schaden,2016,2,161,1
143246578,Ora,Garrett,Heller-Mohr,2014,2,178,1
1018990164,Nell,Lynch,"Friesen, Kovacek and Carter",2012,1,232,-1
7759404104,Blake,Lucas,"Greenholt, Luettgen and Lemke",2017,1,195,-1
14082657,Edith,Floyd,Bartoletti LLC,2012,1,986,-1
4603268755,Joshua,Garrett,"Yundt, Cremin and Shields",2014,3,238,0
9011121195,Darrell,Perry,Marquardt LLC,2015,1,61,1
297519831,Susie,Payne,Rolfson and Sons,2011,3,869,1
8605072684,Loretta,Soto,Daniel and Sons,2011,2,644,-1
1919753659,Scott,Burton,Jacobi and Sons,2016,2,789,-1
2719913022,Jonathan,Strickland,Rowe Group,2017,3,24,-1
3503067722,Claudia,Bates,"Strosin, Zemlak and Rogahn",2015,2,960,1
1170235105,Hester,Bishop,"Marquardt, Kemmer and Romaguera",2013,1,258,-1
3872567361,Sophia,McGee,Reynolds-Smitham,2011,1,359,1
6551330791,Leila,Welch,Kuhn-Glover,2015,2,824,0
3178148563,Eva,Baldwin,"Jast, Swaniawski and Johnston",2013,2,257,1
7019983623,Allie,Christensen,"Legros, Ruecker and Ferry",2013,2,769,-1
7940579725,Cecelia,Medina,"Batz, McDermott and Koss",2014,2,190,1
1081782238,Lucile,Knight,O'Reilly-Larkin,2015,3,725,0
478689831,James,Mullins,Bernhard LLC,2011,2,518,0
1280267966,Nina,Wade,"Wiegand, Lind and Deckow",2013,1,4,0
6429668403,Lottie,Garner,Zulauf and Sons,2016,3,645,1
6155139487,Tillie,Edwards,Hickle-Donnelly,2013,1,943,1
5307728346,Glenn,Craig,"Borer, Glover and Ledner",2012,2,429,1
1205479078,Ina,Matthews,"Hermiston, Leannon and Bahringer",2012,1,913,1
5888059913,Augusta,Chapman,Leuschke-West,2014,3,956,0
8252835873,Sadie,Holland,"Hoppe, Kozey and Shields",2016,2,719,0
5889738061,Delia,Poole,"Beatty, Turner and Stark",2013,2,782,-1
9510327739,Ada,Norton,Langosh-Bartell,2017,2,853,1
3517318958,Brett,Stevens,Veum and Sons,2015,2,257,0
3969597031,Gilbert,Schneider,"Casper, Swift and Morar",2017,2,48,1
5944806972,Cecilia,Jackson,Skiles and Sons,2015,2,159,1
4852330562,Kenneth,Becker,Conn Group,2011,1,880,-1
7375548965,Russell,Lucas,"Ullrich, Moen and Swift",2012,1,93,1
4327474881,Addie,Flores,Durgan and Sons,2014,2,610,1
8495037720,Loretta,Webster,Conn-Kessler,2017,1,854,-1
1925512582,Ricky,Rowe,"Gibson, Casper and Jacobson",2015,2,732,-1
1329274841,Shane,Hogan,"Lesch, Wyman and Mohr",2012,2,294,1
3395718617,Etta,Myers,Russel-Lang,2011,2,408,1
2901216690,Zachary,Austin,Schmidt-Fadel,2012,1,50,1
7574991950,Patrick,Ortiz,Lubowitz LLC,2017,2,844,0
1150067513,Chad,Santos,MacGyver-Walter,2017,2,754,1
2495178473,Effie,Singleton,Satterfield and Sons,2017,2,599,1
831139442,Edith,Osborne,"Price, Luettgen and Schaden",2016,2,261,1
2348540186,Ola,Green,Murray-Hansen,2014,2,477,1
4795349412,Georgia,Woods,Rolfson Group,2013,3,108,1
7897091833,Sophia,Larson,Ziemann-Abernathy,2015,3,138,0
3641662043,Hallie,Cobb,"Gerlach, Homenick and Ritchie",2011,2,656,1
6343653387,Earl,McLaughlin,Schaden-Runolfsson,2014,1,610,1
9447314092,Ruth,Phillips,Bayer and Sons,2013,1,836,0
9727587177,Beatrice,Hale,Deckow-Corwin,2011,2,994,0
5318899908,Caleb,Tyler,Howell LLC,2015,2,207,1
1821490664,Arthur,Valdez,Dare and Sons,2012,2,145,0
801184487,Ida,Boone,Stracke-Lueilwitz,2017,1,680,1
6100110974,Norman,Fitzgerald,Wisozk Inc,2015,1,716,1
9382829167,Michael,Gibbs,Abbott-Bruen,2013,1,365,1
6326027282,Della,Lowe,Heaney-Schultz,2014,2,252,1
3791477172,Gertrude,Perry,"Strosin, MacGyver and Wyman",2011,2,45,1
936511182,Jon,Glover,Gerhold-Johns,2017,1,451,1
658177919,Mable,Bailey,"Roberts, Mills and Ernser",2014,2,571,-1
8221352948,Steven,Cole,Predovic-Kulas,2011,1,407,-1
2348971111,Jeff,Crawford,"Hammes, Wyman and Sporer",2013,3,389,-1
8059562393,Elsie,Olson,Moore-Jerde,2017,2,11,1
9612879809,Elnora,Gross,Spencer-Hane,2016,1,803,0
8814723487,Steven,Weber,"Dibbert, Braun and Hessel",2013,3,778,-1
4622808713,Chester,Waters,"Greenholt, Sauer and Beier",2012,2,934,-1
4325516516,Sally,Ortiz,"Kuphal, Schultz and Hilpert",2013,2,783,1
97832126,Hilda,Murphy,Reynolds LLC,2012,1,725,-1
5750840217,Marcus,Gonzalez,Gulgowski Group,2011,2,745,1
8099170359,Joe,Stewart,Schiller Inc,2011,2,558,1
2548225618,Hester,Harris,Wiegand Inc,2017,2,895,0
680523853,Brandon,Cunningham,"Adams, Roberts and Buckridge",2016,2,665,0
7449366150,Arthur,Farmer,Will-Hessel,2013,2,554,0
1871209882,Rosetta,Caldwell,White-Lehner,2012,1,126,1
519844444,Patrick,Baldwin,Brakus LLC,2014,3,305,1
9274240015,Charlotte,Osborne,"Schulist, Erdman and McGlynn",2014,1,567,1
2236469025,Duane,Potter,"Sanford, Doyle and Stanton",2013,3,984,1
8952742260,Gertrude,Vega,Jacobi-Kunde,2011,1,303,1
9267601482,Jason,Patterson,"Zemlak, Reilly and Connelly",2012,3,971,1
5289582112,Mabel,McKinney,Conn-Collier,2015,3,523,-1
506974139,Russell,Graves,"Pacocha, Altenwerth and Smith",2012,1,864,1
472807349,Cory,McKenzie,Mann LLC,2013,2,474,1
7146059046,Harriett,Frank,"Turcotte, Greenholt and Bednar",2012,2,631,-1
1958371649,Gary,Webster,Dach-Sipes,2011,2,215,1
244356781,Ralph,Gill,Hessel Group,2011,2,454,1
9701345410,Matthew,Hodges,Schuster-Beer,2011,2,885,1
4527197330,Mamie,Andrews,Gottlieb-Hagenes,2012,2,794,1
3433403265,Ivan,Rose,"Connelly, Renner and Koss",2014,2,16,1
6851182109,Nellie,Pierce,"Crist, Lueilwitz and Walsh",2014,1,359,1
9374192120,Lydia,Davis,"Macejkovic, Quigley and Jerde",2012,2,626,1
1979929268,Gabriel,Graham,Gislason Inc,2013,1,825,1
8795301823,Mason,Warren,Raynor-Kozey,2015,1,742,1
9020304199,Johnny,Larson,"Rau, Leffler and Wilkinson",2011,2,948,0
8372873517,Francis,Walsh,Dare-Sawayn,2014,2,250,-1
2467160912,Isabelle,Newman,"Steuber, Jerde and Quitzon",2017,2,541,1
283866576,Lora,McDaniel,Hegmann Group,2013,2,868,-1
9030519810,Jonathan,Hogan,Lowe Group,2014,1,982,-1
5115433371,Larry,Ryan,Sipes Group,2016,1,124,-1
9514879727,Gene,Smith,Brakus-Stroman,2013,1,531,0
9680373280,Victoria,Strickland,Weissnat-Durgan,2014,2,587,-1
1240299288,Julian,Mitchell,Harvey and Sons,2011,1,235,0
5377455693,Amanda,Snyder,Veum LLC,2014,3,193,1
9160174707,Billy,Murray,Gulgowski-Sporer,2015,1,904,1
4106802048,Gordon,Reeves,Bergstrom Inc,2011,2,833,-1
367757624,Curtis,Rowe,Cummerata Inc,2014,2,258,1
2484243899,Troy,Harrington,Gaylord Inc,2017,3,985,1
2206138363,Eleanor,Patton,"Gibson, Robel and Mueller",2016,1,761,1
3918287797,Leon,Oliver,Harvey-Franecki,2016,3,323,-1
5424596941,Alex,Reed,"Halvorson, Corwin and Leannon",2017,1,846,1
9139616332,Lois,James,"Smith, O'Conner and Kunde",2012,1,984,-1
6409085253,Jessie,Carr,Walker-Altenwerth,2012,2,484,-1
7522827716,Laura,Tate,"Hauck, Treutel and Yundt",2013,2,818,0
4029054398,Ryan,Salazar,"Abbott, Bernhard and Ebert",2015,2,560,1
2727598084,Edith,Waters,"Hand, Dickens and McDermott",2016,3,83,-1
557882464,Logan,Patterson,"Anderson, Feil and Jaskolski",2011,2,185,1
7516706394,Carlos,Fitzgerald,Murazik-Schaden,2016,2,678,0
2957009788,Dollie,Lambert,Wyman and Sons,2014,3,578,1
1175364762,Madge,Schneider,"Johnston, Muller and Doyle",2013,1,836,-1
6132747090,Daisy,Byrd,Jenkins and Sons,2015,3,218,1
8092872489,Lawrence,Carr,Klein and Sons,2012,1,88,1
1041032887,Belle,Adams,Leuschke and Sons,2014,3,985,1
683367898,Mollie,Fisher,"Parker, Harvey and Emard",2017,1,962,1
2147386120,Randall,Sparks,Towne-Stoltenberg,2011,1,904,1
4334002607,Alvin,Jenkins,Heller-Goldner,2016,3,228,0
8223158490,Francisco,Mendez,"Halvorson, Predovic and Durgan",2011,1,627,1
9569765327,Landon,Schwartz,"Marquardt, Cremin and Willms",2016,1,761,1
8396814027,Kate,Beck,Schmeler-Schaefer,2013,2,902,1
5712333817,Martha,Parks,Carroll LLC,2017,2,296,0
9732514899,Louisa,Carpenter,Orn-Morissette,2014,1,354,1
5927498274,Dora,Schultz,Collier-Wyman,2011,1,832,1
6179052135,Jared,Rios,Lowe and Sons,2013,2,665,1
8447791528,Cecilia,Bridges,Little-Streich,2012,2,879,0
5301875758,Flora,Wood,"Lesch, Rempel and Rosenbaum",2011,3,172,-1
2115926862,Manuel,Dixon,Sipes LLC,2013,3,718,-1
1939891288,Gilbert,Copeland,"Olson, Bechtelar and Trantow",2013,2,581,1
1773794454,Gary,Norman,"VonRueden, Wiza and Dach",2011,2,495,1
3921401284,Rosalie,Greene,"Spinka, Schmitt and Schuppe",2017,3,210,1
326895070,Leo,Flowers,Barrows-Fay,2012,2,772,1
8918870135,Maud,Reyes,"Mann, Feest and Ankunding",2013,1,166,1
9623583567,Edward,Wagner,"Walsh, Bartoletti and Connelly",2014,1,936,1
3114212874,Pauline,Wong,"Rowe, Flatley and Dickens",2016,2,947,1
8066109390,Lola,Price,Rowe-O'Hara,2017,1,92,0
6383273264,Marie,Griffith,Windler Group,2015,2,997,-1
1597311988,Melvin,Herrera,"Windler, Walker and Kautzer",2012,2,990,-1
5064974209,Alan,Tran,Senger LLC,2017,1,996,-1
2462669651,Gregory,Steele,"Kshlerin, Sipes and Wisozk",2017,2,222,0
1056230837,Edwin,Hogan,Cremin-Connelly,2014,2,977,1
4930027479,Kate,Black,"Bashirian, Osinski and McLaughlin",2011,1,391,1
2848158897,Carrie,Boyd,Feest LLC,2014,3,436,0
376166504,Scott,Jennings,Jacobs-Halvorson,2014,2,571,0
7406781888,Jean,Cortez,Harber-Glover,2011,3,682,-1
8228235007,Troy,Lucas,Frami-Wilderman,2014,3,870,1
5148816367,Rose,Ballard,"Dicki, Reynolds and Skiles",2011,1,913,0
7680277386,Beulah,Jensen,Collier Group,2017,1,936,-1
5404221571,Susie,Stokes,"Stoltenberg, Hettinger and Beatty",2014,2,411,1
9924726188,Fanny,Harrison,"Bernier, Wyman and Moen",2012,3,371,1
6716069436,Roger,Andrews,"Blick, Emmerich and Franecki",2017,1,463,1
7761012025,Francisco,Fernandez,Weissnat and Sons,2012,2,122,-1
7471438228,Carrie,Cobb,Herzog-Borer,2014,1,274,0
9969615019,Helen,Dawson,Hilll-Kerluke,2016,1,130,-1
7178816224,Scott,Ross,Marquardt-Adams,2015,2,668,1
4107883554,Estella,Curtis,"Adams, Jaskolski and Swift",2015,1,623,0
2447483069,Darrell,Wilkins,Jaskolski Inc,2012,3,893,1
752119847,Carolyn,Sharp,"Kling, Bailey and Grimes",2012,1,679,0
9539275199,Mabel,Munoz,Hammes and Sons,2015,1,275,0
784371570,Gilbert,Paul,Durgan Inc,2012,1,857,-1
3673720358,Jackson,Cummings,Rogahn-Walter,2014,1,716,0
3828343907,Darrell,Dawson,Lehner Group,2016,1,439,-1
2101837808,Jesse,Carpenter,Kuhic-Heller,2016,2,156,-1
8137679675,Nora,Holt,"Zieme, Upton and Witting",2016,2,455,1
1670206924,Paul,Collier,"Lockman, Towne and Ullrich",2016,3,663,1
4341170330,Cecelia,Fleming,O'Hara-Cremin,2012,2,432,0
2344284254,Bettie,Warren,"Gottlieb, Jacobson and Lakin",2017,5,884,1
2420212605,Christine,Bridges,"Hilpert, Ortiz and Grimes",2016,2,425,0
4486293201,Cordelia,Park,Fisher Inc,2013,2,898,1
6893782034,Lawrence,Graham,Weimann-Mohr,2017,2,148,1
6106132029,Annie,Norman,"Okuneva, Beer and Lynch",2012,2,720,1
284996162,Ola,Mitchell,Stracke Group,2017,3,87,1
950279161,Justin,Osborne,"Emmerich, Conn and Hartmann",2011,2,723,-1
6077518626,Connor,Chambers,Barton-Schumm,2012,1,624,1
536730922,Lillian,Perkins,"Anderson, Stiedemann and Davis",2015,1,120,1
4897066206,Ralph,Andrews,Runolfsdottir-Hoppe,2014,2,347,1
5234327098,Winnie,Hall,"Ledner, Brown and Morar",2017,1,265,1
5564681152,Charles,Vega,Schulist-Schmeler,2013,2,434,1
9842969759,Harvey,Ballard,Farrell Group,2016,3,60,1
2661725585,Edwin,Owen,Wuckert LLC,2016,2,645,-1
6587352988,Caleb,Morales,"Adams, Moore and Ortiz",2011,2,690,0
3706801808,Louise,Patton,Schmeler-Barrows,2017,1,278,1
9959715819,Amy,Cole,"Thiel, Blanda and Gleason",2015,1,486,-1
3876154211,Maud,Dunn,Corwin-Simonis,2012,5,320,0
3205858169,Dustin,Taylor,Wisozk and Sons,2017,3,520,1
1860457820,Donald,Davidson,Hermann Group,2014,2,780,1
4002108974,Katharine,Bradley,Herman-Mosciski,2015,2,95,0
2143389619,Sara,Cole,Schaefer-Bashirian,2014,2,286,1
2275167068,Virginia,Knight,Senger-Hilpert,2016,2,86,1
3702891991,Tyler,Riley,"Kovacek, Romaguera and Deckow",2016,3,297,0
3428400647,Lily,Fletcher,Rosenbaum-McGlynn,2017,2,465,1
2353276383,Dustin,Higgins,"Feest, Brown and Kilback",2012,1,891,1
5655613663,Ora,Keller,O'Hara LLC,2017,3,108,-1
3311933075,Todd,Medina,Hamill and Sons,2014,2,33,1
6849450502,Blake,Hart,Torp Group,2011,2,549,-1
9688817182,Daisy,Love,Botsford LLC,2012,2,596,1
1686196078,Olive,Tucker,"Oberbrunner, Yost and Durgan",2017,1,274,0
665857679,Louis,Phelps,Bergstrom Inc,2012,2,51,1
7791727276,Addie,Simpson,"Hermiston, Willms and Wisoky",2016,2,388,-1
2480666669,Teresa,Ball,Fisher Group,2013,1,638,1
4835984782,Ethel,Greer,"Hermann, Miller and Runolfsson",2013,2,16,1
8601540328,Etta,Vasquez,Sawayn Group,2012,3,928,1
905448718,Sophie,McLaughlin,"Orn, Mohr and Doyle",2016,3,589,1
9341323957,Ola,Bowman,Bayer-Okuneva,2014,3,431,1
4690148039,Belle,Murray,D'Amore-Schoen,2016,2,745,-1
7558551016,Milton,McGee,Weber-Wolff,2017,2,92,-1
7232656642,Dominic,Bush,Corwin Group,2011,2,971,1
5523609772,Nellie,Banks,Predovic-Mayer,2016,1,319,1
5886042818,Wesley,Ramos,Rosenbaum LLC,2014,2,159,1
8442059658,Betty,Stevens,Tremblay-Boyle,2011,2,782,1
268160460,Phillip,Ross,Dickinson LLC,2017,3,277,1
7167184404,Max,Kennedy,"Runolfsson, Beahan and O'Conner",2015,2,737,1
5304243421,Francis,Simpson,"Daugherty, Johns and Schinner",2014,2,513,0
1974016639,Bess,Torres,Marquardt Inc,2016,2,852,-1
6178241279,Agnes,Wood,Schuppe Group,2014,1,89,1
1574208417,Glenn,Bowers,"Funk, Abshire and D'Amore",2011,1,34,-1
293928852,Cody,Chavez,Towne-Carter,2017,2,956,1
7640397732,Maggie,Wright,"Wuckert, Bogan and Cormier",2012,2,130,1
9916210846,Marie,Washington,West-Koss,2015,3,33,1
1941772105,Evelyn,Nelson,Hoppe-Bernhard,2012,1,503,-1
2063976551,Philip,Taylor,Pollich-Hyatt,2013,1,220,0
4649369670,Chad,McGee,Gislason-Bartoletti,2012,1,441,1
5087043787,Lizzie,Morgan,Nitzsche and Sons,2015,1,453,0
4838979198,Devin,Cox,Kihn LLC,2017,1,748,1
1916723166,Helen,Cruz,"Christiansen, Bosco and Simonis",2012,1,403,0
7613494749,Marc,Torres,Schulist LLC,2013,2,121,1
8107096399,Lydia,Perkins,Denesik Inc,2011,3,404,1
7875238707,Harriet,Burton,"Johnson, Stroman and Reichert",2012,2,584,1
2657372254,Andre,Floyd,"Littel, Larson and Kshlerin",2017,2,565,1
7869354639,Cornelia,Barton,Stanton Group,2014,2,24,0
8870288537,Phillip,Sparks,Bins and Sons,2016,2,348,1
928539395,Ricardo,Norris,Hermiston-Heller,2017,1,590,1
6075124970,Jane,Griffin,Turner LLC,2017,2,682,0
9588879591,Dean,Payne,Sanford-Pagac,2012,2,183,0
1629375198,Blake,Young,"Fritsch, Hauck and Lindgren",2012,2,456,-1
1907780995,Iva,Steele,Barrows Inc,2012,3,339,0
311041466,Hallie,Flowers,"Renner, Mayert and Toy",2017,3,598,1
9671440068,Alex,Rogers,Stracke-Ratke,2012,2,647,1
7981683073,Caleb,Knight,"Treutel, Kuphal and Von",2015,1,190,-1
3445901625,Ollie,Parsons,Carroll-Miller,2014,1,410,1
9842250433,Ophelia,Ryan,Harvey LLC,2012,3,482,1
8090241706,Celia,Pena,Lockman-Hoppe,2017,3,858,1
8479128787,Josephine,Price,"Walsh, Swift and McDermott",2013,1,535,0
8751423384,Jon,Fletcher,Vandervort-Ebert,2012,1,222,0
2591040251,Luke,Bridges,O'Conner-Metz,2015,2,28,1
7629567423,Tyler,Carson,Frami LLC,2011,1,369,1
1418326574,Nannie,Wells,Turner-O'Conner,2017,1,911,1
6700185383,Charles,Shaw,"Will, Balistreri and VonRueden",2015,2,969,-1
1990604086,Nell,Chavez,"Carter, Considine and Klein",2012,1,234,0
9260121497,Cora,Dunn,Russel Group,2017,1,713,0
6883538899,Glen,Ryan,Romaguera and Sons,2016,2,825,1
5359469372,Brett,Gordon,"Marquardt, Durgan and Lebsack",2012,2,354,1
9144692870,Bobby,Ortega,Hoeger Group,2013,1,167,0
8696049138,Estella,Owens,"Lindgren, Green and Jenkins",2012,1,511,1
9232878067,Henrietta,Cross,"King, Cole and Tremblay",2014,3,737,1
3484495725,Lelia,Pratt,"Paucek, Hodkiewicz and Renner",2014,2,207,-1
8798824379,Rebecca,Simpson,"Brown, Mayer and Conn",2015,3,383,0
29586520,Polly,Ford,Bergstrom Inc,2011,2,580,1
1718762960,Marc,Snyder,Walker LLC,2015,2,969,1
8794632742,Gilbert,Ferguson,Stamm Group,2014,1,63,1
7488959014,Susie,Gibson,Rohan-Rice,2012,2,96,1
7171936262,Agnes,Bowers,Breitenberg LLC,2011,2,258,-1
264869769,Catherine,Moreno,"Grant, Murazik and Green",2012,1,264,-1
367957824,Ruth,Goodwin,Little-Jerde,2015,2,405,0
1261087947,Loretta,Jimenez,Bailey and Sons,2016,1,736,1
3019638301,Evan,Reeves,"Kuhn, Dach and Witting",2015,1,249,-1
4550490843,Blanche,Lyons,Prohaska-Gottlieb,2016,2,109,0
416023477,Ida,Hammond,Kirlin LLC,2014,4,592,1
1485653398,Clyde,Joseph,Abernathy LLC,2015,3,635,-1
5496507217,Hattie,Phillips,"Wolf, Nienow and Mohr",2012,2,641,-1
2468912591,Frank,Lowe,Casper Group,2013,5,139,1
7117262353,Clifford,Marshall,"Kuphal, Ratke and Sipes",2015,2,5,1
